question,answer,context,reference,document
Quais são as modalidades de prática profissional no IFSP?,"As modalidades de prática profissional no IFSP são: componente curricular específico, prática como componente curricular, estágio curricular supervisionado e atividades teórico-práticas de aprofundamento.","Art 148 - A prática profissional será realizada de acordo com o previsto no projeto pedagógico do curso em que o estudante esteja matriculado, podendo ser desenvolvida por meio das seguintes modalidades, que não se justapõem entre si: I - componente curricular específico; II - prática como componente curricular, nos cursos de licenciatura; III - estágio curricular supervisionado; IV - atividades teórico-práticas de aprofundamento, registradas por meio de comprovação de participação ou de produção acadêmica.","Organização Didática dos Cursos de Graduação, Título V, Capítulo IV, Art 148",od_graduacao
O que são projetos integradores no IFSP?,"Os projetos integradores são os que articulam ensino, pesquisa e extensão e permear todos os períodos dos cursos, devendo contemplar a aplicação dos conhecimentos adquiridos durante o curso.","Art 151 - Os projetos integradores são os que articulam ensino, pesquisa e extensão e poderão permear todos os períodos dos cursos, devendo contemplar a aplicação dos conhecimentos adquiridos durante o curso, tendo em vista a intervenção no mundo do trabalho e na realidade social, contribuindo para o desenvolvimento local e a solução de problemas.","Organização Didática dos Cursos de Graduação, Título V, Capítulo IV, Art 151",od_graduacao
Qual é o objetivo do estágio supervisionado no IFSP?,"O objetivo do estágio supervisionado é possibilitar ao estudante o exercício da prática profissional, aliando a teoria à prática, como parte integrante de sua formação.","Art 156 - São objetivos do estágio supervisionado: I - possibilitar ao estudante o exercício da prática profissional, aliando a teoria à prática, como parte integrante de sua formação; II - facilitar o ingresso do estudante no mundo do trabalho; e III - promover a integração do IFSP com a sociedade em geral e com o mundo do trabalho.","Organização Didática dos Cursos de Graduação, Título V, Capítulo IV, Art 156",od_graduacao
Quais são as atividades teórico-práticas de aprofundamento no IFSP?,"As atividades teórico-práticas de aprofundamento são formas de atividades que complementam a prática profissional, envolvendo ensino, pesquisa e extensão.","Art 161 - Complementando a prática profissional, os projetos pedagógicos dos cursos poderão prever outras formas de atividades teórico-práticas de aprofundamento, envolvendo ensino, pesquisa e extensão.","Organização Didática dos Cursos de Graduação, Título V, Capítulo IV, Art 161",od_graduacao
O que é o Trabalho de Conclusão de Curso (TCC) no IFSP?,O TCC é uma produção acadêmica que expresse as competências e as habilidades desenvolvidas ou os conhecimentos adquiridos pelos estudantes durante o curso.,Art 163 - O Trabalho de Conclusão do Curso (TCC) corresponde a uma produção acadêmica que expresse as competências e as habilidades desenvolvidas ou os conhecimentos adquiridos pelos estudantes durante o curso.,"Organização Didática dos Cursos de Graduação, Título V, Capítulo V, Art 163",od_graduacao
Quais são as formas de produção acadêmica consideradas como Trabalho de Conclusão de Curso?,"As formas de produção acadêmica consideradas como TCC são: monografia, artigo publicado em revista ou periódico, com ISSN, na classificação Qualis A ou B, e capítulo de livro publicado, com ISBN.","Art 166 - Serão consideradas produções acadêmicas de TCC, a serem previstas no projeto pedagógico do curso, dentre outras: I - Monografia; II - Artigo publicado em revista ou periódico, com ISSN, na classificação Qualis A ou B; e III - Capítulo de livro publicado, com ISBN.","Organização Didática dos Cursos de Graduação, Título V, Capítulo V, Art 166",od_graduacao
O que acontece com a versão final do Trabalho de Conclusão de Curso?,"A versão final do TCC fará parte do acervo bibliográfico da instituição, na forma de versão eletrônica e/ou de um exemplar impresso e encadernado, depositado na biblioteca do câmpus.","Art 167 - A versão final do TCC fará parte do acervo bibliográfico da instituição, na forma de versão eletrônica e/ou de um exemplar impresso e encadernado, depositado na biblioteca do câmpus.","Organização Didática dos Cursos de Graduação, Título V, Capítulo V, Art 167",od_graduacao
Quais são os turnos em que o IFSP pode oferecer cursos?,"Matutino, vespertino, noturno, integral ou sem turno estabelecido, além da modalidade de educação a distância (EaD).","Art 170 - A Instituição poderá oferecer cursos nos turnos matutinos, vespertino, noturno e integral ou, ainda, sem turno estabelecido, na modalidade de educação a distância (EaD).","TÍTULO VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, CAPÍTULO I DA JORNADA ACADÊMICA, Art 170",od_graduacao
Quanto tempo de efetivo trabalho escolar/acadêmico deve ter o calendário acadêmico do IFSP?,"No mínimo, 200 dias letivos","Art 171 - O Calendário Acadêmico, independentemente do ano civil, terá, no mínimo, 200 (duzentos) dias letivos de efetivo trabalho escolar/acadêmico, nos turnos matutino, vespertino e noturno, excluindo o tempo reservado aos exames finais, quando houver.","Título VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, Capítulo II DO CALENDÁRIO ACADÊMICO, Art 171",od_graduacao
Quem é responsável por elaborar o calendário acadêmico do IFSP?,A PRE (Pró-Reitoria de Ensino),"Art 173 - A PRE elaborará um modelo do Calendário Acadêmico do ano letivo subsequente e apresentará a todos os câmpus no mês de setembro, para que seja adaptado por estes, com a colaboração e deliberação dos setores de ensino dos mesmos, e, deverá ser aprovado pelo CONCAM.","Título VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, Capítulo II DO CALENDÁRIO ACADÊMICO, Art 173",od_graduacao
Quais são os principais componentes do calendário acadêmico do IFSP?,"Feriados, recessos, períodos destinados à realização de eventos educacionais e culturais, dias destinados aos Conselhos de Classe Deliberativo e Pedagógico, entre outros.","Art 174 - O Calendário Acadêmico organizará as vivências administrativo-pedagógicas e ordenará a distribuição dos dias letivos previstos por Lei para cada ano, devendo conter: I - previsão de feriados, recessos e períodos destinados à realização de eventos educacionais e culturais; II - dias destinados aos Conselhos de Classe Deliberativo e Pedagógico (para os cursos da educação básica), Colegiado de Curso (para os cursos superiores); ...","Título VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, Capítulo II DO CALENDÁRIO ACADÊMICO, Art 174",od_graduacao
Quem é responsável por aprovar o calendário acadêmico do IFSP?,"O Conselho de Câmpus (CONCAM) ou, na ausência deste, o Diretor-geral","Art 176. Os calendários acadêmicos deverão ser analisados e aprovados pelo Conselho de Câmpus (CONCAM) ou equivalente. Na ausência deste, pelo Diretor-geral, para posterior publicação e envio para a Pró-Reitoria de Ensino (PRE).","Título VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, Capítulo II DO CALENDÁRIO ACADÊMICO, Art 176",od_graduacao
O que deve ser feito em caso de alteração do calendário acadêmico do IFSP?,O Diretor-Geral de cada câmpus informará à PRE,"Art 178 - Em casos fortuitos, o Calendário Acadêmico poderá ser alterado, por ato do Diretor-Geral de cada câmpus, que informará à PRE.","Título VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, Capítulo II DO CALENDÁRIO ACADÊMICO, Art 178",od_graduacao
Como os cursos de graduação do IFSP são organizados?,Os cursos de graduação do IFSP são organizados em matrícula por componente curricular e são caracterizados pela estrutura curricular com a possibilidade de estabelecimento de pré-requisitos.,Art 180 - Os Cursos de Graduação do IFSP são organizados em matrícula por componente curricular e são caracterizados pela estrutura curricular com a possibilidade de estabelecimento de pré-requisitos.,"TÍTULO VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, CAPÍTULO III DO REGIME ACADÊMICO, Art 180",od_graduacao
Como é o período letivo dos cursos de graduação do IFSP?,O período letivo dos cursos de graduação do IFSP pode ser ofertado na forma semestral ou anual.,§ 1º. O período letivo dos cursos organizados em matrícula por componente curricular poderá ser ofertado na forma semestral ou anual.,"TÍTULO VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, CAPÍTULO III DO REGIME ACADÊMICO, Art 180, § 1º",od_graduacao
Como é a estrutura curricular dos cursos de graduação do IFSP?,"A estrutura curricular dos cursos de graduação do IFSP é organizada em períodos letivos, considerando o mínimo possível de pré-requisitos, garantindo a flexibilidade curricular.","§ 2º. A estrutura curricular dos cursos deste artigo deverá ser organizada em períodos letivos, considerando o mínimo possível de pré-requisitos, garantindo a flexibilidade curricular, cuja sequência de cumprimento dos componentes curriculares é optativa para os estudantes.","TÍTULO VI DA ORGANIZAÇÃO CURRICULAR E ACADÊMICA, CAPÍTULO III DO REGIME ACADÊMICO, Art 180, § 2º",od_graduacao
Quais são as modalidades de cursos oferecidos pelo IFSP?,Os cursos podem ser desenvolvidos nas modalidades presencial ou a distância.,Art 194 - Os cursos poderão ser desenvolvidos nas modalidades presencial ou a distância.,"Organização Didática dos Cursos de Graduação, Título VI, Capítulo V, Art 194",od_graduacao
O que é considerado componente curricular obrigatório no IFSP?,O componente curricular obrigatório é aquele que faz parte da estrutura curricular e que deve ser cursado pelo estudante como requisito para integralização do curso.,"Art 196, § 1º. Considera-se componente curricular obrigatório como aquele que faz parte da estrutura curricular e que deve ser cursado pelo estudante como requisito para integralização do curso;","Organização Didática dos Cursos de Graduação, Título VI, Capítulo V, Art 196",od_graduacao
